Company Name,Company Site,Company Industries,Report Link,Report Year,Mean Hourly Gap,Median Hourly Gap,Mean Bonus Gap,Median Bonus Gap,Mean Hourly Gap Part Time,Median Hourly Gap Part Time,Mean Hourly Gap Part Temp,Median Hourly Gap Part Temp,Percentage Bonus Paid Female,Percentage Bonus Paid Male,Percentage BIK Paid Female,Percentage BIK Paid Male,Q1 Female,Q1 Male,Q2 Female,Q2 Male,Q3 Female,Q3 Male,Q4 Female,Q4 Male,Percentage Employees Female,Percentage Employees Male,id,companyName,companies_ID,meanBonus,meanHourly,medianBonus,medianHourly,reportLink,year,meanHourlyPT,medianHourlyPT,meanHourlyTemp,medianHourlyTemp,perBonusFemale,perBonusMale,perBIKFemale,perBIKMale,pb1Female,pb1Male,pb2Female,pb2Male,pb3Female,pb3Male,pb4Female,pb4Male,perEmployeesFemale,perEmployeesMale,comment
South Dublin County Council,https://www.sdcc.ie/en/,"Public Service,Council",https://www.sdcc.ie/en/services/our-council/policies-and-plans/gender-pay-gap-report-2022/gender-pay-gap-report-2022.pdf,2022.0,-3.06,-12.07,,,-12.48,-6.21,-23.96,-17.45,,,6.0,13.0,38.13,61.88,32.19,67.81,66.25,33.75,48.78,51.22,46.0,54.0,507,Currys Ireland Ltd,109,11.7,0.5,26.9,1.6,https://www.currysplc.com/media/p4dbtahk/roi_genderpaygapreport_2023_final.pdf,2023,1.0,1.4,,,92.5,94.0,100.0,100.0,41.1,58.9,34.7,65.3,24.2,74.8,29.0,71.0,,,
South East Technological University,https://www.setu.ie/,Education,https://www.wit.ie/images/uploads/About_PDF/SETU_Gender_Pay_Gap_Report_2022.pdf,2022.0,11.7,21.9,,,23.6,53.8,15.6,24.7,,,,,64.0,36.0,57.0,43.0,48.0,52.0,45.0,55.0,53.7,46.3,508,Dairygold,111,40.1,9.8,38.0,9.1,https://www.dairygold.ie/wp-content/uploads/2023/12/Dairygold-Gender-Pay-Gap-Report-2023-1.pdf,2023,-42.8,-34.1,21.2,19.7,48.8,31.3,84.5,86.3,32.4,67.6,36.8,63.2,28.5,71.5,25.5,74.5,31.0,69.0,
SSE Airtricity,https://www.sseairtricity.com/ie/home/,Energy,https://www.sse.com/media/hpud2g1q/sse-ireland-gpg-report-final-version.pdf,2022.0,26.0,23.0,38.7,52.5,19.9,1.8,5.7,24.6,89.9,91.9,48.7,46.5,54.0,46.0,42.1,57.9,30.5,69.5,24.2,75.8,37.7,62.3,509,Dalata Hotel Group,112,48.8,9.8,13.3,5.9,https://dalatahotelgroup.com/wp-content/uploads/2023/12/Gender-Pay-Gap-Report-2023.pdf,2023,2.6,1.1,,,16.9,15.6,0.4,1.2,62.0,38.0,60.0,40.0,51.0,49.0,45.0,55.0,52.0,48.0,
SSP Ireland,https://www.foodtravelexperts.com/,Food & Drink,https://www.foodtravelexperts.com/media/oqqlmnsd/ireland-gender-pay-gap-report.pdf,2022.0,0.4,-0.1,9.7,6.5,-3.3,-2.1,-1.3,-3.7,5.3,8.7,0.0,1.3,47.3,52.7,49.7,50.3,49.7,50.3,48.6,51.4,,,510,Danone Ireland,113,26.0,0.89,77.0,0.97,https://www.danone.ie/content/dam/corp/local/gbr/irl/Danone%20Ireland%20GPG%20Report%202023-Final.pdf,2023,,,,,85.17,89.5,,,48.0,52.0,17.0,83.0,30.0,70.0,30.0,70.0,31.0,69.0,
St James's Hospital,https://www.stjames.ie/,Healthcare,https://www.stjames.ie/media/St%20Jamess%20Hospital%20Gender%20Pay%20Gap%20Report%202022.pdf,2022.0,-18.0,-4.0,,,-23.0,-8.0,-23.0,-34.0,,,,,78.0,22.0,78.0,22.0,80.0,20.0,69.0,31.0,,,511,Davy,114,62.0,40.1,46.9,27.6,https://www.davy.ie/binaries/content/assets/davy/legal/disclosures/2023/davy_gender-pay-gap-report-2023.pdf,2023,25.6,62.9,33.3,-18.6,81.1,78.1,88.9,88.0,53.1,46.9,52.1,47.9,44.8,55.2,21.6,78.4,43.0,37.0,
St John of God Hospital,https://stjohnofgodhospital.ie/,Healthcare,https://stjohnofgodhospital.ie/wp-content/uploads/2023/10/Gender_Pay_Gap_report_for_Saint_John_of_God_Hospital_CLG_2022_Final.pdf,2022.0,8.07,-19.8,,,-36.89,-48.49,-15.07,8.74,,,,,61.0,39.0,78.0,22.0,83.0,17.0,73.0,27.0,74.0,26.0,512,Dell Technologies Ireland: Dell Products,115,4.9,9.8,22.6,11.1,https://www.delltechnologies.com/asset/en-ie/solutions/business-solutions/briefs-summaries/gender-pay-gap-report-ireland-2023.pdf,2023,29.9,32.1,3.9,2.9,94.9,97.0,95.3,97.1,43.2,56.8,36.5,63.5,31.0,69.0,28.6,71.4,33.0,67.0,
St John's Hospital Limerick,https://www.stjohnshospital.ie/,Healthcare,https://www.stjohnshospital.ie/management-and-admistration/publications/,2022.0,19.83,5.61,,,0.0,0.0,0.0,0.0,,,,,85.88,14.12,90.48,9.52,90.48,9.52,80.95,19.05,,,513,Dell Technologies Ireland: EMC International ,116,20.0,10.6,11.5,10.9,https://www.delltechnologies.com/asset/en-ie/solutions/business-solutions/briefs-summaries/gender-pay-gap-report-ireland-2023.pdf,2023,-140.8,-123.2,-3.7,1.7,97.2,98.9,96.8,98.7,40.8,59.2,28.8,71.2,28.5,71.5,27.5,72.5,33.0,67.0,
St Michael's House,https://www.smh.ie,Charity,https://www.smh.ie/assets/files/pdf/st_michaels_house_gpg_report.pdf,2022.0,1.16,2.48,,,-1.22,-0.29,-26.14,5.07,,,,,86.68,13.32,82.81,17.19,82.17,17.83,82.81,17.19,82.84,17.16,514,Deloitte Ireland (excluding partners),117,7.2,4.9,0.0,5.97,https://www2.deloitte.com/content/dam/Deloitte/ie/Documents/aboutdeloitte/ie-gender-pay-gap-report-2023.pdf,2023,10.36,36.32,-0.8,0.0,44.0,43.0,61.0,63.0,48.0,52.0,51.0,49.0,47.0,53.0,48.0,52.0,,,
St Patrick's Mental Health Services,https://www.stpatricks.ie/,Healthcare,https://www.stpatricks.ie/media/3571/gender-pay-gap-2021-22-report.pdf,2022.0,21.63,11.08,0.0,0.0,-26.98,-1.94,2.55,24.33,,,0.71,3.27,82.0,18.0,83.0,17.0,76.0,24.0,73.0,27.0,78.6,21.3,515,Depaul,134,,-1.22,,-1.49,https://ie.depaulcharity.org/wp-content/uploads/sites/2/2023/12/Gender-Pay-Gap-Report-2023-1.pdf,2023,1.45,0.0,1.45,0.0,,,,,,,,,,,,,61.2,38.8,
St Vincent's Private Hospital,https://svph.ie/,Healthcare,https://web.archive.org/web/20230325203548/https://svph.ie/about/news-events/gender-pay-report/,2022.0,-0.1,-20.45,0.0,0.0,-0.64,-32.72,11.25,-15.96,,,,,68.18,31.82,78.18,21.82,91.88,8.12,75.24,24.76,,,516,Diageo Republic of Ireland,136,-4.6,2.9,-3.0,11.5,http://hznnewdiageobackend-prd-593574270.eu-west-1.elb.amazonaws.com/media/a2jhztf4/roi_diageo_genderpaygap_fy23.pdf,2023,-85.7,-69.4,-2.2,16.5,74.7,83.5,100.0,100.0,49.0,51.0,44.4,55.6,35.8,64.2,41.6,58.5,42.7,57.3,
Stafford Bakeries,https://www.staffordbakeries.ie/,Food & Drink,https://www.staffordbakeries.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-on-headed-paper.pdf,2022.0,8.34,10.22,-25.0,-33.21,,,,,5.16,18.87,1.25,0.94,52.2,47.8,62.0,38.0,61.7,38.3,80.9,19.1,42.78,57.22,517,Donegal County Council,137,,-3.63,,-17.09,https://www.donegalcoco.ie/media/donegalcountyc/humanresources/pdfs/Donegal%20County%20Council%20-%20Gender%20Pay%20Gap%202023.pdf,2023,-14.17,-15.82,5.97,10.03,,,,,25.48,74.52,13.87,86.13,40.0,60.0,35.16,64.84,29.0,71.0,
Standard Life,https://www.standardlife.ie/,Financial,https://web.archive.org/web/20230403195909/https://www.standardlife.ie/dam/Global-blueprint/Geo-IE/Standardlife_IE/IE-PDFs/gender-pay-gap-report.pdf,2022.0,26.0,12.0,65.0,23.0,-30.0,-35.0,-11.0,2.0,89.0,93.0,,,,,48.0,52.0,63.0,37.0,41.0,59.0,,,518,Arcadis (DPS Group Global),139,59.9,23.4,16.7,23.4,https://www.dpsgroupglobal.com/wp-content/uploads/2023/12/Gender-Pay-Gap-Ireland-2023-Updated.pdf,2023,-10.5,-14.7,11.5,10.2,54.0,57.0,70.0,75.0,46.0,54.0,44.0,56.0,30.0,70.0,22.0,78.0,34.3,65.7,
Standard Life Assets & Employee Services,https://www.standardlife.ie/,Financial,https://web.archive.org/web/20230403195909/https://www.standardlife.ie/dam/Global-blueprint/Geo-IE/Standardlife_IE/IE-PDFs/gender-pay-gap-report.pdf,2022.0,18.0,8.0,49.0,21.0,-30.0,-35.0,-11.0,2.0,89.0,93.0,,,53.0,47.0,56.0,44.0,63.0,37.0,43.0,57.0,53.3,46.7,519,Dublin Bus,141,52.4,-4.1,100.0,2.1,https://www.dublinbus.ie/policys-and-procedures/gender-pay-gap-report,2023,-0.9,1.0,-7.4,-0.9,39.0,69.0,,,,,,,,,,,8.0,92.0,
State Street,https://www.statestreet.com/,Financial,https://www.statestreet.com/web/disclosures-and-disclaimers/ie/ireland-paygapreport2022.pdf,2022.0,18.0,13.1,35.4,35.8,-50.0,-103.2,-45.6,-46.3,89.0,85.3,89.1,83.6,53.3,48.7,56.0,44.0,53.3,46.7,35.0,65.0,,,520,Dublin Business School,142,-36.6,7.7,-8.6,35.8,https://www.dbs.ie/docs/default-source/default-document-library/dbs-gender-pay-gap-2023.pdf?sfvrsn=448962eb_2,2023,-0.89,0.0,16.6,74.9,33.33,55.66,1.48,2.48,63.8,36.2,40.5,59.5,47.5,52.5,48.5,51.5,,,
STL Logistics,https://stllogistics.ie/,Logistics,https://stllogistics.ie/wp-content/uploads/2023/01/Gender-pay-Report-2022.pdf,2022.0,-12.0,-19.0,-19.0,-14.0,,,,,70.0,61.0,,,3.0,97.0,13.0,87.0,5.0,95.0,15.0,85.0,9.0,91.0,521,Dublin City Council,143,,4.44,,3.14,https://www.dublincity.ie/sites/default/files/2023-12/2023-dublin-city-council-gender-pay-gap-report.pdf,2023,-1.13,-3.6,-5.62,-0.91,,,,,30.64,69.36,32.75,67.25,34.58,65.42,29.61,70.39,29.61,70.39,
Stripe,https://stripe.com/en-ie,"Technology,Software",https://assets.ctfassets.net/fzn2n1nzq965/t4b2VpwZ1NZV2Mqx3actq/1b78c587c54de67077a396df26e50ef0/Ireland_Gender_Pay_Gap_Report_2022.pdf,2022.0,0.3,3.3,-6.0,11.1,,,17.2,23.3,84.0,82.0,100.0,100.0,48.7,51.3,48.2,51.8,40.2,59.8,43.8,56.3,,,522,Dundalk Institute of Technology,145,,14.9,,14.5,https://www.dkit.ie/about-dkit/institute-reports-and-publications/equality-diversity-and-inclusion-report-and-publications/edi-reports-and-publications/gender-pay-gap-report-2023.pdf,2023,6.5,1.7,24.1,37.9,,,,,64.0,36.0,50.0,50.0,44.0,56.0,47.0,53.0,,,
Stryker,https://www.stryker.com/index.html,"Technology,Hardware,Medical",https://www.stryker.com/content/dam/stryker/about/our-locations/ireland/Ireland%20Gender%20Pay%20Gap%20Report%202022_FINAL.pdf,2022.0,9.0,10.0,19.0,22.0,13.0,1.0,3.0,1.0,90.0,91.0,82.0,85.0,26.0,74.0,29.0,71.0,43.0,57.0,41.0,59.0,35.0,65.0,523,D?n Laoghaire-Rathdown County Council,144,,-3.62,,-9.32,https://www.dlrcoco.ie/sites/default/files/2023-12/DLRCC%20Gender%20Pay%20Gap%20Report%202023_0.pdf,2023,-29.81,-36.8,25.34,22.98,3.92,3.04,,,47.55,52.45,30.53,69.47,45.26,54.74,46.5,53.5,42.0,58.0,
Suir Engineering,https://suireng.ie/,Engineering,https://suireng.ie/wp-content/uploads/2022/12/Gender-Pay-Gap-Report-2022-_.pdf,2022.0,26.3,33.0,,,-100.0,-100.0,12.0,-3.0,,,,,18.0,82.0,1.0,99.0,1.0,99.0,1.0,99.0,7.5,92.5,524,EA Ireland Ltd,147,-9.88,-1.79,7.74,-0.82,https://media.contentapi.ea.com/content/dam/pdf/ea-ireland-ltd-gender-pay-gap-report-2023.pdf,2023,-76.55,-76.55,8.86,0.33,97.12,97.93,95.19,98.96,30.67,69.33,37.84,62.16,37.84,62.16,33.78,66.22,35.0,65.0,
Sulzer Pumps,https://www.sulzer.com/,Manufacturing,https://www.sulzer.com/-/media/files/about-us/investors/governance/sulzer_gender_pay_gap_spirl_2022.pdf?sc_lang=en,2022.0,12.99,11.04,73.91,80.83,,,,,8.7,7.6,,,28.17,71.83,18.31,81.69,11.27,88.73,7.04,92.96,,,525,Eir,150,-40.69,5.51,-84.64,19.27,https://www.eir.ie/opencms/export/sites/default/.content/pdf/eir-2023-Gender-Pay-Gap-Report.pdf,2023,4.01,8.22,-2.49,1.66,88.45,84.7,28.24,51.2,34.34,65.66,22.33,77.67,13.94,86.08,18.93,81.07,22.36,77.64,
Sun Life,https://www.sunlife.ie/en/,Financial,https://www.sunlife.ie/content/dam/sunlife/regional/ireland/documents/sun-life-gender-pay-gap-report-december-2022.pdf,2022.0,14.0,16.0,19.0,16.0,-42.0,-29.0,3.0,0.0,91.0,95.0,89.0,88.0,46.0,54.0,57.0,43.0,46.0,54.0,27.0,73.0,44.0,56.0,526,EirGrid,151,19.4,10.3,15.9,8.9,https://cms.eirgrid.ie/sites/default/files/publications/2023%20EirGrid%20Gender%20Pay%20Gap%20Report.pdf,2023,-2.6,13.0,,,87.0,81.0,24.0,38.0,44.0,56.0,33.0,67.0,27.0,73.0,30.0,70.0,33.0,67.0,
Sustainable Energy Authority of Ireland (SEAI),https://www.seai.ie/,"Public Service,Government",https://web.archive.org/web/20230306073835/https://www.seai.ie/publications/SEAI-Gender-Pay-Gap-Report.pdf,2022.0,13.03,11.19,,,,,-3.51,0.75,,,,,51.22,48.78,63.16,36.84,58.97,41.03,35.9,64.1,52.23,47.77,527,Elavon,152,35.0,20.7,48.3,22.9,https://www.elavon.ie/content/dam/elavon/en-ie/documents/legal/1113004-2023-ireland-pay-gap-report-12-20.pdf,2023,17.5,8.3,-1.2,3.4,73.0,76.0,88.0,87.0,65.0,35.0,58.0,42.0,41.0,59.0,36.0,64.0,,,
Sysco Ireland,https://syscoireland.com/,Food & Drink,https://syscoireland.com/sysco-ireland-gender-pay-gap-report/,2022.0,7.7,13.5,-20.9,0.0,1.2,2.5,1.4,4.8,86.7,76.1,22.0,13.0,39.0,61.0,16.0,84.0,4.0,96.0,22.0,78.0,,,528,Eli Lilly: Cork,153,18.8,7.0,4.7,3.7,https://assets.ctfassets.net/r4uhiiu7kbc1/ADIeIiO5aezZdEvAHDdNI/fbb72c7bdfb6ca9814228713b87de94b/IE_Gender_Pay_Gap_December2023_PP-MG-IE-0086.pdf,2023,,,-13.5,0.0,71.0,75.0,88.0,85.0,73.0,27.0,70.0,30.0,71.0,29.0,66.0,34.0,70.0,30.0,
Tailte Éireann (formerly Property Registration Authority),https://www.tailte.ie/,"Public Service,Government",https://web.archive.org/web/20230209131101/https://www.prai.ie/wp-content/uploads/PRA-Gender-Pay-Gap-Report-2022.pdf,2022.0,2.56,2.79,,,0.02,-3.34,0.0,0.0,,,,,53.38,46.62,69.7,30.3,61.19,38.81,54.55,45.45,49.33,50.67,529,Eli Lilly: Kinsale,154,1.0,10.0,21.8,9.2,https://assets.ctfassets.net/r4uhiiu7kbc1/ADIeIiO5aezZdEvAHDdNI/fbb72c7bdfb6ca9814228713b87de94b/IE_Gender_Pay_Gap_December2023_PP-MG-IE-0086.pdf,2023,4.0,8.4,15.1,12.3,64.0,58.0,91.0,97.0,59.0,41.0,41.0,59.0,35.0,65.0,27.0,73.0,40.0,60.0,
Takeda,https://www.takeda.com/,Pharmaceutical,https://www.takeda.com/4afe07/siteassets/en-ie/home/corporate-responsibility/takeda-ireland-gender-pay-gap-report-2022-exa.ie.tak.0009.pdf,2022.0,7.8,5.5,13.3,4.0,,,-2.5,6.0,92.8,95.9,87.8,92.4,42.0,58.0,37.0,63.0,37.0,63.0,29.0,71.0,,,530,Enterprise Ireland,156,,17.0,,23.8,https://www.enterprise-ireland.com/documents/enterprise-ireland-gender-pay-gap-report-2023-board-pdf-en-112446.pdf,2023,1.0,21.0,27.0,3.0,,,,,66.47,33.53,73.65,26.35,51.5,48.5,40.72,59.28,59.0,41.0,
Tallaght University Hospital,https://www.tuh.ie/,Healthcare,https://www.tuh.ie/About-us/TUH-Gender-Pay-Gap-Report.pdf,2022.0,15.0,1.0,,,3.0,-3.0,19.0,22.0,,,,,72.0,28.0,79.0,21.0,82.0,18.0,68.0,32.0,75.0,25.0,531,Ericsson Ireland,158,26.6,14.3,49.9,12.8,https://www.ericsson.com/4afe64/assets/local/careers/career-areas/global-locations/documents/ericsson-ireland-gender-pay-gap-report-2023.pdf,2023,17.7,27.7,-6.4,-2.0,44.4,49.6,85.8,89.4,29.0,71.0,27.0,73.0,16.0,84.0,14.0,86.0,,,
Tayto Snacks,https://taytosnacks.ie/,Food & Drink,https://taytosnacks.ie/wp-content/uploads/2022/12/Tayto-2022-Gender-Pay-Report.pdf,2022.0,10.9,9.0,28.93,0.0,,,,,93.97,93.09,9.48,9.67,41.6,58.4,37.76,62.24,22.86,77.14,27.5,72.5,34.8,65.2,532,ESB,159,-0.6,10.6,-3.0,10.3,https://cdn.esb.ie/media/docs/default-source/corporate-governance/gender-pay-gap-report-2023.pdf,2023,2.8,5.0,-3.8,0.0,60.0,50.0,,,34.0,66.0,28.0,72.0,25.0,75.0,20.0,80.0,27.0,73.0,
TCS (Tata Consulting Services),https://www.tcs.com/,Consultancy,https://web.archive.org/web/20230514230457/https://www.tcs.com/who-we-are/worldwide/uk/tcs-ireland-gender-pay-gap-report,2022.0,5.59,6.97,-2.42,5.59,1.64,1.76,-12.47,-22.97,90.46,93.11,80.35,79.66,42.0,58.0,33.0,67.0,33.0,67.0,30.0,70.0,35.0,65.0,533,ESW (eShopWorld),160,30.0,13.0,27.0,18.0,https://esw.com/wp-content/uploads/2023/12/2023-ESW-Gender-Pay-Gap-Report.pdf,2023,,,50.0,34.0,90.0,86.0,86.0,81.0,43.0,57.0,50.0,50.0,34.0,66.0,31.0,69.0,40.0,60.0,
Teagasc,https://www.teagasc.ie/,"Public Service,Government",https://www.teagasc.ie/media/website/about/corporate-responsibility/Gender-Paygap-Report_2022-Web.pdf,2022.0,12.0,18.0,,,-15.0,-53.0,3.0,1.0,,,,,36.0,64.0,50.0,50.0,35.0,65.0,23.0,77.0,40.0,60.0,534,Expleo Technology Ireland,161,33.3,14.8,48.9,12.5,https://expleo.com/global/en/wp-content/documents/Expleo-Technology-Ireland-Gender-Pay-Gap-Report-2023.pdf,2023,,,-107.6,-55.5,11.7,17.9,100.0,100.0,42.3,57.7,37.7,62.3,37.0,63.0,14.7,85.3,33.0,67.0,
Technological University Dublin,https://tudublin.ie/,Education,https://web.archive.org/web/20221223071959/https://www.tudublin.ie/media/website/explore/about-the-university/gender-pay-gap/TU-Dublin-Gender-Pay-Gap-Return-December-2022.pdf,2022.0,10.77,18.44,,,32.39,63.05,6.03,14.93,,,,,54.47,45.53,52.88,47.12,46.3,53.7,38.01,61.99,,,535,EY Ireland (excluding partners),162,19.4,10.2,16.7,10.3,https://assets.ey.com/content/dam/ey-sites/ey-com/en_ie/topics/ey-ireland-gender-pay-gap/ey-ireland-gender-pay-gap-report-20231221.pdf,2023,-1.0,-20.1,4.1,0.0,68.12,64.6,100.0,100.0,48.5,51.5,55.6,44.4,48.2,51.8,43.3,56.7,49.0,51.0,
Technological University of the Shannon (TUS),https://tus.ie/,Education,https://web.archive.org/web/20230605201311/https://tus.ie/app/uploads/2022/12/TUS-Gender-Pay-Gap-Report-2022.pdf,2022.0,11.4,14.0,,,14.0,9.6,9.9,5.5,,,,,60.0,40.0,60.0,40.0,52.0,48.0,41.0,59.0,53.0,47.0,536,Failte Ireland,163,,9.5,,,https://www.failteireland.ie/FailteIreland/media/WebsiteStructure/Documents/4_Corporate_Documents/Gender-Pay-Gap-Report-2023.pdf,2023,49.6,,,,,,,,76.0,24.0,83.0,17.0,77.0,23.0,72.0,28.0,77.0,23.0,
TELUS International,https://www.telusinternational.com/,"Technology,Telecommunications",https://downloads.ctfassets.net/3viuren4us1n/4VYGc92RVb7ZoeeUb9Zt3Z/bb6d2f0e36711ce08d912fc2d86e2876/Our_gender_pay_gap_report_202122.pdf?INTCMP=ti_ireland_link_view-report_benefits,2022.0,4.82,1.84,38.31,1.49,1.1,-6.27,-0.25,0.0,77.6,77.9,23.0,19.0,49.76,50.24,51.07,48.93,44.15,56.09,47.49,52.89,,,537,Family Carers Ireland,164,,7.74,,11.34,https://familycarers.ie/media/3392/family-carers-ireland-gender-pay-gap-report-2023.pdf,2023,-2.5,8.63,,,,,,,89.55,10.45,91.85,8.15,86.66,13.34,84.44,15.56,87.0,13.0,
Tesco Ireland,https://www.tesco.ie/,Retail,https://tescoireland.ie/media/0llni5n2/gpg-report-28-nov-2022-final.pdf,2022.0,9.82,5.39,50.66,16.92,1.83,2.66,-5.8,-0.35,83.53,83.66,5.93,6.39,57.0,43.0,66.0,34.0,44.0,56.0,46.0,54.0,,,538,FBD,165,42.0,28.0,26.0,29.0,https://www.fbdgroup.com/media/FBDGroup/files/FBD%20Gender%20Pay%20Gap%20Report%202023.pdf,2023,21.0,29.0,-15.0,-61.0,90.0,89.0,31.0,32.0,,,,,,,,,,,
Teva Pharmaceuticals,https://www.teva.ie/,Pharmaceutical,https://web.archive.org/web/20230617012802/https://www.teva.ie/globalassets/ireland-files---global/our-impact/gender-pay-gap-ireland---final-dec-23-2022-.pdf,2022.0,7.1,-0.2,34.0,8.0,-15.4,-2.1,12.1,8.6,87.0,88.0,68.0,66.0,34.0,66.0,52.0,48.0,43.0,57.0,34.0,66.0,43.0,57.0,539,Fidelity International,167,25.4,15.3,29.2,17.1,https://www.fidelity.co.uk/media/PI%20UK/pdf/fidelity-gender-pay-gap-report-april-2022-to-april-2023.pdf,2023,-117.8,-125.7,43.6,4.4,72.3,83.4,80.2,85.6,41.9,58.1,46.9,53.1,45.3,54.7,38.3,61.7,47.0,53.0,
The Barry Group,https://barrygroup.ie/reports-and-publications/,Retail,https://www.flipsnack.com/7DAA9AEC5A8/barry-group-gender-pay-gap-report-2022/full-view.html,2022.0,-4.0,-9.0,21.0,-99.0,,,,,,,,,,,,,,,,,,,540,Fidelity Investments Ireland (both legal entities),168,9.2,10.1,15.5,13.0,https://cdn-static.findly.com/wp-content/uploads/sites/1329/2023/12/14161135/Fidelity-Investments-Ireland-Gender-Pay-Gap-Report-2023.pdf,2023,,,-2.0,0.0,83.8,85.7,93.3,93.8,41.6,58.4,39.6,60.4,29.8,70.2,26.7,73.3,,,
The Coombe Hospital,https://www.coombe.ie/,Healthcare,https://static1.squarespace.com/static/5df2275ab592b63d2d87fd51/t/63af6d1676a7d343e5807c52/1672441111426/Final+Document.docx.pdf,2022.0,17.66,1.76,,,-49.25,-47.03,5.52,23.46,,,,,83.39,16.61,89.86,10.14,92.03,7.97,79.71,20.29,86.27,13.73,541,FINEOS Ireland,169,38.9,16.9,28.0,10.5,https://web.archive.org/web/20240115154348/https://www.fineos.com/document/gender-pay-gap-report-2023/,2023,6.1,7.4,,,91.5,95.9,86.4,91.1,37.9,62.1,37.9,62.1,23.0,77.0,22.1,77.9,32.4,67.6,
The Defence Organisation: Civil Servant Employees,https://www.gov.ie/en/organisation/department-of-defence/,"Public Service,Government",https://assets.gov.ie/243871/ecbf2ec4-25ab-470f-83a2-e074b1d8dbe1.pdf,2022.0,12.23,10.53,,,-27.36,-12.56,0.86,0.69,,,,,63.27,36.73,81.63,18.37,72.45,27.55,51.52,48.48,67.0,33.0,543,Fisheries Ireland,173,,-15.1,,-20.8,https://www.fisheriesireland.ie/sites/default/files/2023-12/gender-pay-gap-report_dec-2023.pdf,2023,-17.5,-15.5,-12.2,1.8,,,3.0,8.0,12.0,88.0,12.0,88.0,34.0,66.0,27.0,73.0,21.0,79.0,
The Defence Organisation: Civilian Employees,https://www.gov.ie/en/organisation/department-of-defence/,"Public Service,Government",https://assets.gov.ie/243871/ecbf2ec4-25ab-470f-83a2-e074b1d8dbe1.pdf,2022.0,5.1,3.39,,,3.08,1.29,,,,,,,27.52,72.48,25.0,75.0,4.59,95.41,18.48,83.18,18.0,82.0,544,Flutter (Retail),523,-7.4,-7.3,-1.6,-7.0,https://www.flutter.com/media/m0ofexk0/flutter_gpg_ireland_nov22_v1-11-41.pdf,2022,-14.3,-10.7,5.5,-1.6,86.1,75.9,,,56.1,43.9,61.2,38.8,70.6,29.4,69.6,30.4,64.0,36.0,
The Defence Organisation: Defense Forces,https://www.gov.ie/en/organisation/department-of-defence/,"Public Service,Government",https://assets.gov.ie/243871/ecbf2ec4-25ab-470f-83a2-e074b1d8dbe1.pdf,2022.0,-1.2,1.76,,,-39.57,-73.17,,,,,,,8.12,91.88,6.79,93.21,5.51,94.49,8.15,91.85,7.1,92.9,545,Flutter (Head Office),174,9.5,3.9,3.5,3.5,https://www.flutter.com/media/h5ohywqp/flutter-irish-gender-pay-gap-report-2023.pdf,2023,-32.7,-9.8,13.3,1.1,91.0,92.5,94.0,94.4,31.1,68.9,31.4,68.6,27.6,72.3,28.0,72.0,29.5,70.5,
The Environmental Protection Agency,https://www.epa.ie/,Government,https://www.epa.ie/publications/corporate/careers/EPA-Gender-Pay-Gap-Report-2022.pdf,2022.0,11.3,9.1,,,2.5,2.3,42.7,49.8,,,,,,,,,,,,,60.0,40.0,546,Flutter (Retail),523,-13.3,-4.3,-9.6,-4.4,https://www.flutter.com/media/h5ohywqp/flutter-irish-gender-pay-gap-report-2023.pdf,2023,-2.8,-2.5,-28.7,-25.8,89.2,80.7,82.8,79.5,57.3,42.7,59.9,40.1,67.2,32.8,67.5,32.5,62.0,36.0,
The Galmont Hotel,https://www.thegalmont.com/en/,"Hospitality,Hotel",https://www.mhlhotelcollection.com/files/hotel/downloads/Gender_Pay_Gap_Report_-_Galmont.pdf,2022.0,15.49,14.22,69.23,-33.33,12.34,14.52,-23.43,-10.47,2.68,4.76,0.0,0.0,50.0,50.0,68.0,32.0,73.0,27.0,45.0,55.0,,,547,Freshways Food Company,177,,4.06,,0.7,https://freshwaysfoodco.ie/wp-content/uploads/2023/12/Summary-report-2023-1.pdf,2023,32.71,17.6,,,,,0.84,2.82,58.0,42.0,54.0,46.0,48.0,52.0,22.0,78.0,46.0,54.0,
The Irish Times,https://www.irishtimes.com/,Media,https://irishtimes-pdfs.s3.eu-west-1.amazonaws.com/Gender+Pay+Gap+Reports/Gender+Pay+Gap+Report+_Dec_20_2022.pdf,2022.0,14.47,20.39,-18.64,0.0,-42.47,-53.28,36.69,12.82,74.6,86.2,5.48,4.9,43.0,57.0,32.0,68.0,32.0,68.0,22.0,78.0,35.0,65.0,548,Galway City Council,179,,-6.26,,-20.58,https://www.galwaycity.ie/gccfiles/?r=/download&path=L1ZhY2FuY2llcy9HZW5kZXIgUGF5IEdhcC9HZW5kZXIgUGF5IEdhcCBSZXBvcnQgMjAyMy5wZGY%3D,2023,-24.01,-19.94,-6.9,-21.63,,,,,37.5,62.5,19.25,80.75,45.2,54.8,47.8,52.2,37.0,63.0,
